Gender,Weight,Body Shape Index,Waist,Hips,Bust/Chest,Height,Cup Size,BMI
0,70,3,69.49,111.51,110.62,151.08,6,30.667903476927112
0,101,1,92.17,109.65,114.33,195.31,0,26.47722181254037
0,70,4,77.81,84.28,111.57,163.34,5,26.23692522186956
0,79,0,76.54,85.99,114.08,156.64,7,32.1974696408021
0,68,1,68.41,81.69,88.15,159.05,0,26.880761389660254
0,60,1,98.87,79.16,111.83,153.51,3,25.461143640480408
0,100,4,56.68,118.74,109.25,184.35,0,29.42481331243289
0,58,3,104.66,79.24,86.01,169.05,4,20.295401315754365
0,43,1,66.79,67.2,101.37,173.75,4,14.243569173438226
0,75,0,106.68,111.54,109.95,156.25,6,30.72
0,60,1,58.15,77.97,108.52,181.8,4,18.153630544572607
0,97,4,78.38,119.96,100.87,150.54,6,42.80237926159243
0,63,3,67.13,82.75,90.33,161.95,5,24.020312033385185
0,70,4,75.93,113.61,118.67,183.37,1,20.81811820098661
0,79,3,83.67,70.72,110.13,155.46,2,32.68810652264436
0,60,1,102.59,88.11,107.67,150.35,5,26.54265642665728
0,65,0,69.19,91.84,108.86,172.35,4,21.882189824798562
0,76,2,63.55,91.2,119.67,192.29,6,20.554181795479778
0,73,3,104.08,105.66,121.11,186.89,7,20.90021395835334
0,74,4,103.59,117.21,118.26,195.79,1,19.304151041249863
0,54,2,91.27,77.28,84.67,188.62,1,15.17813036936902
0,60,4,82.25,115.8,109.41,162.92,6,22.604892578837877
0,72,1,86.96,102.42,114.13,176.54,4,23.101822991804415
0,86,4,79.14,116.69,121.92,190.01,1,23.82020722522226
0,72,4,94.37,111.44,114.14,191.84,0,19.563842818695868
0,49,1,84.24,77.5,94.91,150.28,3,21.696701159167073
0,65,1,103.0,83.16,111.6,185.8,5,18.82876943273842
0,86,2,98.31,92.48,105.25,175.13,0,28.039957813687845
0,75,4,62.1,97.01,96.18,178.67,0,23.494055404101218
0,69,2,83.09,111.8,84.99,166.98,1,24.746864324821402
0,83,3,92.52,96.48,97.96,154.81,0,34.632199222134936
0,72,0,84.5,66.33,107.93,173.7,4,23.863429592442454
0,66,4,55.88,101.16,96.02,168.86,1,23.14676836954542
0,76,3,64.73,109.51,104.35,160.19,6,29.61711758098171
0,93,2,66.71,112.46,93.19,173.5,1,30.89470056225033
0,58,4,80.51,69.57,112.11,147.32,2,26.72419137941725
0,64,4,82.72,97.74,102.34,170.48,3,22.020800407649062
0,86,3,61.09,119.06,118.81,187.87,6,24.36596300608201
0,71,1,78.1,84.61,91.44,161.3,6,27.289125206734333
0,81,3,70.04,84.97,100.04,198.12,5,20.636135946828105
0,72,0,68.63,76.02,101.61,181.06,1,21.96278774104053
0,49,4,82.19,88.44,103.68,177.42,5,15.566498359144942
0,59,1,81.04,73.57,117.39,157.56,7,23.76621750287982
0,76,4,82.89,110.13,76.85,163.89,4,28.294933776098418
0,45,4,65.65,83.03,114.65,182.24,7,13.549557125800014
0,93,1,74.15,108.73,113.43,159.82,7,36.41000142179099
0,61,4,64.36,93.05,99.56,193.81,1,16.239680172437502
0,64,1,55.99,120.81,88.09,177.08,2,20.40990331369577
0,65,2,91.9,71.77,79.92,181.83,3,19.65994412420059
0,69,1,97.26,94.8,101.29,175.8,1,22.32602204646142
0,64,4,98.4,85.28,109.2,158.02,4,25.630428034075205
0,59,4,90.89,87.24,120.84,161.11,5,22.730396755877702
0,84,1,90.12,109.77,89.1,188.49,4,23.64300408111182
0,61,4,75.71,84.18,110.42,168.76,7,21.418586254205838
0,51,3,57.34,118.28,85.25,152.62,3,21.89511737337036
0,57,1,67.0,89.62,106.2,172.07,3,19.251498431092383
0,71,1,70.34,74.45,82.73,183.48,0,21.090209109839186
0,70,3,61.12,111.4,121.92,173.8,0,23.1738662351472
0,59,2,90.09,105.31,91.92,152.85,1,25.253473716965704
0,89,1,58.08,104.48,89.96,174.88,4,29.101120915013535
0,91,4,80.29,84.8,110.52,183.58,5,27.001672240266785
0,57,1,93.27,99.85,107.61,164.38,3,21.094872434569297
0,80,2,58.88,76.44,90.12,155.84,5,32.94064569990176
0,97,4,55.88,78.72,114.85,174.06,0,32.01649426411633
0,41,4,64.22,112.68,107.7,157.4,1,16.549100778372825
0,41,0,80.4,70.99,117.09,166.57,0,14.77713650731977
0,70,3,76.28,113.75,104.77,191.15,1,19.157967637950538
0,69,4,98.99,86.23,121.92,179.57,0,21.398411032767672
0,71,1,62.73,105.76,104.0,147.32,6,32.71409634376939
0,67,4,90.45,87.11,100.52,177.59,7,21.24407315328736
0,55,0,63.01,83.12,121.92,193.52,0,14.68625209580828
0,69,4,94.73,87.45,90.01,184.74,0,20.21748884513238
0,84,3,79.64,105.83,101.66,183.41,7,24.97084646243711
0,95,1,64.34,90.07,120.83,165.16,6,34.826822853504865
0,54,3,71.81,69.71,100.74,152.87,5,23.107301377050955
0,46,1,58.14,101.7,121.92,163.45,1,17.21820926693381
0,56,2,55.88,101.47,80.54,177.21,0,17.832473029554798
0,45,1,55.88,102.56,120.76,157.84,3,18.062521177302607
0,45,3,76.86,103.69,115.5,148.63,1,20.37040005415086
0,59,1,65.88,75.72,114.54,195.76,7,15.395865165371841
0,71,4,57.0,82.39,113.42,197.39,2,18.222504016849445
0,78,1,75.49,90.85,116.13,151.1,1,34.163760922001075
0,72,4,75.28,95.76,80.72,164.7,2,26.542712200689454
0,107,3,102.5,109.06,121.92,180.2,4,32.95142528772446
0,72,1,64.53,95.68,78.18,184.38,2,21.17897194940471
0,75,1,97.64,106.97,112.95,191.71,1,20.406650618858478
0,75,3,82.69,107.75,98.58,171.36,1,25.541262256536594
0,49,1,83.84,121.33,99.46,169.81,4,16.992980383605158
0,75,3,57.37,71.45,114.95,175.06,2,24.47301154790702
0,71,4,64.86,76.55,102.78,171.38,0,24.17341855214678
0,85,1,79.06,103.78,89.16,176.05,6,27.425014565505894
0,47,4,65.12,92.42,93.82,148.27,4,21.37919176638744
0,64,0,66.45,102.73,104.7,171.58,5,21.739354621877144
0,61,1,78.01,118.33,98.76,161.68,5,23.335506621346717
0,57,3,75.03,97.52,118.01,149.6,1,25.468986816894965
0,104,1,63.83,113.54,90.21,172.42,7,34.983081172817485
0,70,2,73.5,98.74,97.25,150.83,2,30.76965153576231
0,95,4,83.28,72.34,95.32,170.75,1,32.583833702402416
0,53,1,91.36,81.82,113.22,160.49,7,20.576898507837477
0,99,4,104.46,92.31,109.76,188.62,0,27.826572343843203
0,95,4,103.48,118.9,116.43,165.06,1,34.86903462207376
0,66,4,74.58,74.62,117.21,153.23,3,28.109707879699258
0,62,2,68.12,70.35,86.61,174.96,6,20.254155943724495
0,92,0,55.88,73.47,73.26,176.13,7,29.65658617704778
0,75,0,73.81,97.12,106.55,171.03,2,25.639920363227834
0,74,1,87.98,83.86,110.56,185.54,7,21.495948612087354
0,55,1,77.95,62.26,107.66,190.54,0,15.149223320253844
0,78,1,63.4,67.47,115.25,164.18,6,28.93703969424322
0,61,1,55.88,88.97,116.27,186.9,7,17.462693531732434
0,60,1,104.84,126.16,121.92,173.34,1,19.9688781040972
0,47,2,62.23,72.38,102.04,166.97,5,16.858578930336726
0,61,1,62.1,76.27,105.36,155.31,2,25.28896152044467
0,52,2,67.97,104.21,85.21,156.01,2,21.36478220508884
0,82,0,55.88,92.19,117.55,165.63,0,29.890683682281008
0,85,3,69.42,67.58,90.84,184.43,6,24.98939795392513
0,47,4,71.01,78.87,109.45,160.25,5,18.30213614160791
0,59,3,74.75,111.48,117.22,178.65,3,18.486128627892953
0,84,4,55.88,110.77,86.24,159.39,1,33.06413342502018
0,83,1,58.06,63.87,120.42,150.96,7,36.421205644061715
0,66,2,91.95,115.61,78.12,167.6,3,23.496106766309147
0,72,1,91.99,117.44,97.13,191.65,3,19.602652865128505
0,72,3,65.93,116.9,121.92,186.65,1,20.666955669164807
0,57,4,62.96,116.36,106.09,169.86,4,19.755708807174006
0,81,4,59.19,120.5,108.75,174.22,0,26.686339089064912
0,60,1,61.11,84.54,111.24,188.25,7,16.93094818600763
0,66,3,104.38,91.95,106.47,198.12,6,16.814629290008085
0,76,3,98.7,92.44,115.52,172.29,5,25.603152928565613
0,61,1,93.4,120.26,111.34,159.33,7,24.028946072029342
0,68,4,60.4,78.25,114.91,164.18,3,25.227162810365886
0,74,3,102.84,115.82,113.53,174.7,5,24.246324306383112
0,60,1,86.26,99.28,110.77,147.75,4,27.48503354032999
0,63,1,97.74,80.54,96.68,189.55,6,17.53448326608418
0,51,4,89.13,120.72,104.81,188.62,7,14.334900904404074
0,70,0,58.66,111.57,85.69,186.63,7,20.097180259668722
0,72,0,63.35,102.97,97.88,171.57,5,24.45962497096566
0,60,2,88.57,74.07,109.9,156.41,0,24.52574555599315
0,42,4,94.03,83.28,111.31,152.8,1,17.988816096049998
0,58,3,76.58,93.09,111.48,174.02,4,19.152684953482943
0,69,1,61.12,119.56,104.74,147.39,6,31.762381152247226
0,45,2,60.24,93.15,116.0,181.28,6,13.69344521920808
0,76,1,64.98,73.59,87.98,162.66,6,28.72447212697414
0,62,3,68.67,117.68,87.72,189.04,0,17.34939249814955
0,53,1,63.81,88.01,115.23,155.77,4,21.84279600416462
0,60,3,83.09,89.0,112.81,167.56,0,21.370296461859635
0,58,1,66.38,85.25,77.07,155.52,6,23.980348947484288
0,75,0,64.19,74.24,84.41,172.08,7,25.32797498746974
0,84,1,60.41,109.15,79.75,174.09,0,27.716069104752258
0,65,2,94.95,93.89,121.16,172.48,6,21.849216579868582
0,61,1,94.05,108.99,94.13,173.03,7,20.374502800757647
0,55,1,93.7,77.69,106.39,162.06,6,20.941655952534724
0,70,2,63.72,121.07,93.63,165.14,0,25.66808563266456
0,57,1,55.88,91.29,120.39,180.66,0,17.464286361646103
0,74,4,83.61,88.21,111.31,165.5,7,27.016912952601743
0,81,0,60.71,63.07,121.92,162.35,2,30.731264670266334
0,96,1,91.23,101.37,72.89,187.15,0,27.408897713348466
0,78,3,94.94,81.93,112.63,180.92,4,23.829857457369364
0,58,4,99.94,102.49,107.21,180.37,1,17.827866897969507
0,80,1,96.01,97.28,113.95,189.46,1,22.287169758887032
0,75,3,70.09,60.57,121.92,170.47,0,25.80865315206983
0,86,4,64.21,88.02,112.6,162.9,6,32.40830240413078
0,70,4,61.36,90.2,98.87,182.04,5,21.12342739704188
0,65,4,67.01,104.0,77.87,165.65,6,23.68811355061225
0,44,2,55.88,83.42,102.23,181.15,7,13.408370434268928
0,64,4,98.78,125.64,97.63,176.32,4,20.586229953129276
0,83,0,60.69,78.23,119.89,152.04,5,35.90561505678348
0,58,0,70.76,59.42,71.12,198.12,2,14.776492406370743
0,74,1,104.59,81.11,117.31,155.72,2,30.517076729300467
0,81,3,60.04,80.04,121.92,196.07,4,21.069911973471452
0,59,1,68.98,102.94,113.56,160.89,2,22.792602066846296
0,69,4,78.81,106.62,116.17,189.71,7,19.172053960573884
0,63,1,64.1,81.44,121.92,149.96,2,28.014939308791227
0,85,1,85.1,99.7,114.17,168.85,6,29.813763067745025
0,46,4,60.68,90.62,106.61,152.52,5,19.774442052940614
0,48,4,102.31,62.64,87.7,170.87,6,16.44029471160005
0,52,1,55.88,89.61,107.16,159.85,6,20.350639562876086
0,85,4,97.89,89.56,113.41,172.23,0,28.655060025625247
0,53,1,89.64,73.62,114.25,169.77,0,18.388824682399232
0,93,4,68.5,72.23,86.17,175.17,4,30.30843338122751
0,68,1,84.77,114.21,107.08,154.04,0,28.657737005722307
0,57,4,72.07,77.74,116.54,195.51,5,14.91203465318261
0,73,1,61.7,90.2,79.74,174.88,2,23.86945872804481
0,95,3,93.06,79.27,111.35,149.72,4,42.38029431588711
0,97,3,62.94,70.28,121.75,187.88,7,27.479614205707247
0,82,0,79.92,63.75,110.27,184.46,1,24.099578329090182
0,46,3,66.19,104.32,112.62,184.9,2,13.455009519419235
0,85,4,71.17,123.06,112.39,178.32,1,26.73122212782642
0,67,1,55.88,67.9,116.04,150.25,2,29.678766116372877
0,99,4,58.01,111.87,103.78,166.33,0,35.78442305437985
0,93,1,66.82,89.43,79.07,161.77,3,35.53750858120971
0,75,1,74.65,83.6,115.86,186.8,1,21.49351870108075
0,92,1,67.38,99.38,86.82,150.35,1,40.69873985420783
0,65,4,91.08,118.58,115.56,153.65,5,27.532663534226117
0,41,1,64.53,79.72,114.07,158.8,0,16.258589293758604
0,65,1,64.71,87.24,112.99,193.97,1,17.27604095994093
0,69,4,58.43,94.99,102.44,167.69,2,24.537751350011067
0,60,4,83.16,65.08,81.28,155.01,0,24.970763293931846
0,70,1,69.46,99.59,95.38,150.66,5,30.839129723988556
0,67,0,84.26,84.13,116.29,165.51,5,24.458303249164025
0,59,4,58.18,99.92,88.99,180.01,5,18.207853392191446
0,46,3,71.61,109.49,115.15,158.29,1,18.359078275450837
0,82,1,56.14,65.36,77.6,192.47,5,22.135419643785
0,89,2,103.36,100.95,89.54,186.17,6,25.678556652993915
0,79,1,64.42,89.12,121.92,155.19,2,32.80194718669761
0,68,3,69.72,99.52,105.19,165.75,2,24.75151796418765
0,70,3,67.69,90.43,112.91,170.56,4,24.062661701086633
0,73,1,78.78,114.27,76.29,184.59,7,21.424294053589453
0,78,4,69.19,114.47,109.79,174.69,1,25.559862490692403
0,45,1,88.34,92.22,118.74,168.56,7,15.83811414434539
0,79,1,74.7,86.84,86.53,186.73,4,22.65681700073708
0,88,4,89.92,106.69,112.62,183.03,4,26.268671693481473
0,50,4,89.66,93.24,119.66,148.45,4,22.68869936009927
0,73,3,55.88,83.94,121.92,186.79,4,20.922598249304173
0,41,4,80.6,97.52,112.53,189.79,0,11.382488104793271
0,44,1,55.88,79.9,105.66,177.83,0,13.913699500943107
0,81,0,56.25,99.77,114.86,175.51,3,26.295491114411064
0,41,4,95.34,95.68,109.77,178.36,3,12.888100955801683
0,73,1,61.77,101.56,103.36,174.51,1,23.97078314856966
0,53,4,86.69,73.77,91.02,180.84,0,16.206411907253237
0,56,1,81.62,110.67,111.83,172.37,2,18.847973554569858
0,103,3,63.06,110.09,111.94,185.49,4,29.93616902502789
0,84,3,62.51,75.27,115.2,181.04,2,25.628914023341157
0,61,1,63.18,94.37,104.69,180.56,5,18.71055814343364
0,66,1,62.44,76.54,101.2,164.31,2,24.44645801770317
0,67,4,59.73,84.41,102.14,172.17,1,22.602675173692877
0,75,3,83.43,99.92,75.36,154.06,0,31.59959208044451
0,75,3,96.13,91.41,109.43,175.98,3,24.21779712050005
0,76,1,91.38,116.5,111.31,155.04,2,31.617394119670575
0,76,2,65.61,80.24,107.53,165.17,1,27.858084714375586
0,77,0,81.17,81.02,121.25,159.84,0,30.138371604838067
0,79,1,75.89,85.03,108.17,174.16,0,26.045353677704163
0,54,1,57.18,97.48,114.51,173.4,5,17.959555081955436
0,101,3,71.22,67.5,112.46,187.16,2,28.833363076422323
0,47,1,98.61,99.74,94.36,147.32,5,21.655810255734668
0,77,1,99.5,120.74,94.51,184.73,7,22.563988239895483
0,59,3,81.84,116.04,112.6,148.77,2,26.657614644381386
0,65,1,59.72,90.72,114.99,184.27,7,19.142739305202614
0,57,4,101.76,98.28,113.68,153.04,5,24.336882294062498
0,82,4,62.56,59.74,109.21,155.79,3,33.785838188801215
0,73,4,60.36,106.06,86.47,179.4,1,22.681824339523917
0,56,4,55.88,82.3,101.01,151.89,0,24.273346910196477
0,53,4,61.64,107.92,95.91,172.52,3,17.807254705133634
0,65,4,60.03,111.4,82.2,148.79,7,29.360663732765456
0,44,4,86.57,91.39,118.48,182.88,2,13.155890509311883
0,71,0,76.45,83.82,114.59,147.37,5,32.69190149631708
0,58,0,63.9,80.79,91.44,157.88,7,23.26878774879389
0,41,4,55.88,55.88,105.87,156.68,4,16.70154818952285
0,73,1,68.12,101.57,88.71,151.76,0,31.696274866205254
0,66,0,55.88,119.45,79.47,150.99,2,28.9499331565782
0,41,0,65.05,85.14,112.0,158.08,5,16.407031134750603
0,56,3,73.81,83.42,99.06,152.97,7,23.93180710199367
0,59,1,82.92,112.63,78.14,151.51,6,25.702147716333034
0,74,0,62.17,105.45,103.34,149.34,0,33.180232566168684
0,41,1,97.25,92.8,117.28,165.12,4,15.037806659756024
0,67,1,67.15,87.11,98.35,153.83,1,28.31344551140165
0,55,4,55.88,89.59,96.29,147.32,6,25.34190561841291
0,62,1,73.74,106.28,84.7,154.5,6,25.973753940574564
0,71,1,68.49,96.85,87.8,184.04,0,20.96205709417186
0,43,3,88.72,79.57,109.67,177.63,3,13.628116076267997
0,84,1,65.45,73.03,86.39,166.75,4,30.209782664889445
0,70,1,58.2,86.61,111.16,166.41,1,25.277795661818214
0,71,1,59.64,111.78,114.21,179.86,1,21.947707848781008
0,51,4,71.17,80.11,119.34,189.36,0,14.22308109552395
0,92,4,56.64,102.61,94.63,178.72,0,28.803251451283135
0,69,1,66.79,120.4,89.76,155.97,0,28.36396536769694
0,87,4,90.49,67.15,121.92,152.62,5,37.35049434280826
0,43,1,59.35,97.82,113.11,172.32,0,14.480950989241585
0,43,1,86.03,121.5,97.36,172.51,6,14.449070338581807
0,108,2,64.89,115.55,120.71,191.55,5,29.434688412360355
0,87,1,58.7,71.32,80.9,152.04,0,37.63600614385738
0,85,1,62.62,100.54,84.12,149.44,6,38.06143936649716
0,56,3,84.7,70.6,112.56,169.66,4,19.45490442785148
0,48,4,60.89,82.5,121.84,152.33,5,20.68570625325754
0,74,1,62.73,74.26,97.19,147.32,6,34.09638210477373
0,51,4,99.13,88.66,86.62,174.26,7,16.794796916591203
0,58,4,60.17,98.65,96.6,180.43,4,17.816011949678405
0,67,1,104.38,94.92,115.16,160.11,3,26.135925748786757
0,67,3,64.63,88.5,76.35,172.76,5,22.448556084748812
0,41,4,60.88,76.09,104.73,155.41,3,16.975631369378515
0,56,1,76.95,75.66,121.4,170.87,4,19.18034383020006
0,75,1,60.11,88.17,117.69,191.66,0,20.417299326177943
0,78,4,58.58,75.74,92.98,187.33,2,22.226953270386844
0,63,4,93.95,101.02,116.86,176.37,1,20.2530819331775
0,57,3,88.18,91.41,117.76,177.38,3,18.116135258549225
0,58,4,103.46,99.05,106.51,167.62,1,20.643166760868315
0,72,1,78.42,96.21,119.67,186.41,1,20.720206700407783
0,111,1,96.4,104.95,97.46,182.06,3,33.48836172026106
0,81,4,99.0,75.67,87.44,187.5,5,23.04
0,68,4,72.68,106.74,78.2,158.53,6,27.05739572749158
0,73,1,98.56,110.81,109.52,151.36,4,31.86402410952536
0,74,0,68.94,74.1,90.69,154.51,6,30.99691944655872
0,69,4,87.58,81.92,103.29,147.32,5,31.79257250309983
0,44,4,74.04,88.02,121.92,166.56,4,15.860294680814743
0,77,0,63.73,74.31,75.71,167.54,2,27.431761924683098
0,63,0,66.65,103.44,108.69,170.78,6,21.600635626475555
0,82,1,57.26,79.25,103.57,149.55,5,36.66409906192443
0,78,1,74.99,81.4,108.57,176.46,2,25.049672537192304
0,76,2,55.88,119.18,88.13,152.29,3,32.769575756578035
0,62,1,62.73,72.59,106.41,186.01,3,17.91922010374876
0,74,1,55.88,64.83,121.92,154.72,1,30.91283289612005
0,77,1,69.7,105.52,105.32,192.03,0,20.881060964212708
0,101,3,61.12,79.84,93.94,163.63,2,37.72206968417355
0,71,3,97.76,76.03,120.93,169.04,5,24.84731012959461
0,70,4,68.52,58.19,81.57,184.27,1,20.615257713295122
0,101,2,62.27,106.9,96.76,155.95,0,41.52891795273537
0,75,3,73.25,88.51,116.55,160.69,0,29.045814664442553
0,62,1,60.77,72.04,80.58,182.81,3,18.5520451339181
0,74,4,62.37,76.38,104.52,163.39,1,27.719205244986068
0,77,4,85.52,111.56,106.18,168.07,2,27.25902544473906
0,65,4,88.6,92.19,102.53,157.73,5,26.12671152017431
0,50,4,81.35,97.04,119.01,168.42,0,17.62717346397974
0,72,4,55.88,101.72,114.45,164.6,2,26.57497316665904
0,78,4,87.39,89.43,111.06,153.1,4,33.27700418223682
0,41,4,55.88,79.82,116.95,148.44,4,18.60724026053477
0,100,4,76.76,94.97,121.21,173.5,0,33.220108131451966
0,82,1,62.75,91.83,101.67,181.53,3,24.883819193089423
0,82,1,82.72,77.93,121.92,198.12,1,20.890903057282774
0,57,1,83.04,107.04,119.3,166.51,1,20.558632062670537
0,58,1,60.4,83.29,75.27,154.57,1,24.276025203854893
0,61,2,78.91,92.95,79.71,175.33,4,19.84345859850551
0,45,1,86.14,85.19,121.92,147.55,0,20.669695848870532
0,87,1,63.1,76.71,106.6,191.43,1,23.741013443119638
0,84,2,67.75,56.04,109.33,188.88,0,23.54546858711581
0,63,4,71.38,85.26,92.41,159.66,1,24.714299170969426
0,88,2,95.18,58.26,82.49,171.18,2,30.031472573737197
0,69,0,67.32,92.43,88.37,190.15,0,19.08342978186326
0,91,3,101.63,88.37,86.65,173.27,1,30.310607551180397
0,60,4,62.54,118.7,106.69,179.36,0,18.650911437713713
0,48,1,55.88,107.11,99.06,148.78,0,21.684635609847216
0,69,1,73.98,83.5,121.92,153.93,5,29.12074973320012
0,66,4,63.2,109.16,90.45,176.19,3,21.260889211371477
0,104,4,88.66,79.05,91.16,150.35,7,46.007271139539284
0,66,1,81.37,116.16,114.91,159.84,1,25.83288994700406
0,70,1,62.98,111.37,114.92,175.79,1,22.652164548132145
0,63,0,62.37,71.84,84.89,177.51,3,19.99377964952561
0,64,2,55.88,74.05,100.32,166.17,0,23.177934661250088
0,47,0,69.48,91.64,105.28,163.53,3,17.57530961273071
0,56,1,93.49,116.43,95.39,182.92,0,16.736538527105232
0,61,3,88.62,83.41,113.13,177.85,1,19.285108916209285
0,73,4,74.32,103.19,81.3,174.65,6,23.93236843815642
0,82,4,78.46,116.88,107.02,193.07,1,21.99805376779862
0,51,4,63.61,107.17,110.44,190.29,0,14.0843965375019
0,45,4,61.33,112.66,102.39,147.32,4,20.734286415065107
0,61,4,59.35,81.55,89.82,166.54,7,21.993417290884317
0,66,1,67.06,95.08,84.41,166.06,0,23.93392183607587
0,50,2,99.16,110.66,121.92,169.79,5,17.343861135668188
0,60,1,55.88,95.88,109.11,168.2,3,21.207978158610228
0,114,1,72.13,86.99,99.54,150.67,6,50.217059053001684
0,74,1,64.1,99.51,113.05,150.03,5,32.87573727894782
0,58,2,72.49,85.73,82.41,163.89,1,21.593502092285636
0,54,4,55.88,78.77,102.42,153.38,4,22.953889835033113
0,93,4,79.47,121.42,104.39,166.96,1,33.362460794445
0,74,1,57.69,99.57,94.45,157.09,4,29.987111904011776
0,82,1,66.81,97.06,107.36,157.72,0,32.96403112859388
0,49,0,81.58,69.65,111.71,173.96,0,16.19188020430161
0,75,4,59.74,56.19,104.8,154.13,7,31.570895925914378
0,62,3,64.3,115.5,116.09,166.19,0,22.448220202094014
0,60,2,95.68,84.45,81.89,172.34,1,20.20128860249088
0,63,1,87.7,79.2,121.92,196.53,2,16.311084633301537
0,52,4,57.51,90.49,97.42,179.56,5,16.128135005491753
0,62,1,101.64,85.65,83.02,165.45,0,22.649475349562234
0,60,4,56.51,79.23,98.94,166.43,7,21.661474910547945
0,68,3,62.52,106.57,117.34,176.83,6,21.746883045637148
0,59,4,73.34,105.16,121.92,195.94,0,15.367591379266749
0,100,1,92.06,90.82,104.49,194.81,6,26.349811171060942
0,75,1,98.21,110.96,83.81,170.84,4,25.696983039881548
0,67,4,106.68,120.18,72.33,147.82,6,30.66255970206317
0,72,0,69.6,103.88,86.76,172.77,1,24.121028951234848
0,82,3,90.32,94.11,109.9,153.06,4,35.001804471075864
0,53,1,89.51,104.93,113.57,172.51,4,17.809319254531065
0,42,0,69.92,104.33,109.67,168.24,0,14.838526308791934
0,56,4,75.65,106.63,92.54,171.09,0,19.131048574378
0,63,4,89.32,91.44,109.9,154.64,4,26.344918986781448
0,60,0,71.51,116.3,118.79,159.55,3,23.569894213404375
0,67,1,70.39,87.39,75.96,147.32,0,30.87104866243027
0,99,1,73.66,92.75,86.44,147.32,3,45.61543011314323
0,98,1,81.84,85.15,79.98,176.42,2,31.486938812948328
0,88,3,98.93,105.86,105.4,195.83,1,22.94691063512618
0,73,2,66.7,78.5,119.82,153.02,0,31.176435889691177
0,85,1,63.14,121.86,121.92,167.98,1,30.123384959522888
0,41,3,66.57,94.7,113.26,160.35,4,15.94578588368191
0,66,1,55.88,94.23,103.17,153.33,7,28.073054202700185
0,74,1,58.03,110.23,115.97,159.65,7,29.033131020144776
0,82,4,65.76,82.03,111.26,169.57,5,28.517786416449013
0,60,2,59.55,112.23,114.3,179.48,1,18.62597984450436
0,74,1,70.55,87.06,112.62,154.63,6,30.948828040862775
0,70,1,102.62,84.19,92.1,181.23,5,21.312669932577588
0,87,3,61.59,82.11,95.75,193.15,7,23.320068815646746
0,74,4,91.58,88.2,117.89,184.89,5,21.647356771002574
0,82,1,94.36,71.94,111.11,147.32,6,37.782477467451976
0,87,1,103.61,90.32,115.34,196.91,6,22.437977503534167
0,41,2,71.01,93.91,94.73,184.09,3,12.098275257780976
0,90,3,104.03,110.78,82.68,171.78,6,30.49982255203239
0,103,1,61.12,89.68,111.83,194.09,6,27.342039390847923
0,67,3,69.61,79.33,121.92,174.02,6,22.124653308333748
0,105,4,77.61,78.53,112.78,176.65,4,33.64821385266521
0,58,3,56.27,75.16,118.54,174.11,7,19.132889466351745
0,63,0,65.48,67.73,109.93,188.48,0,17.734134716549303
0,72,0,57.34,106.06,108.15,177.39,3,22.880959320829064
0,57,4,61.27,102.17,83.92,160.27,7,22.190668303081814
0,49,0,98.18,78.37,101.47,162.6,2,18.533395666059985
0,97,1,60.12,68.05,121.92,167.56,7,34.548645946673076
0,82,3,62.45,95.95,87.0,168.12,6,29.011827711746857
0,92,3,89.99,95.04,83.25,176.29,1,29.602778241331187
0,64,3,89.4,81.69,118.49,152.02,4,27.693542771058468
0,83,4,94.99,109.79,85.05,161.96,6,31.641900182873403
0,84,1,83.55,71.55,121.92,162.79,7,31.697414548685366
0,70,1,61.92,107.46,121.1,184.39,2,20.588433851395884
0,63,3,60.16,107.01,118.47,174.77,2,20.6256088299135
0,114,3,74.29,79.95,119.32,155.75,1,46.99468475687206
0,67,4,89.78,55.88,94.59,165.64,2,24.419926870264614
0,77,2,71.97,117.03,79.31,172.68,1,25.82299702481513
0,104,4,105.47,94.37,111.51,176.5,1,33.38442648604836
0,73,2,63.83,80.1,121.92,155.45,4,30.20935184283771
0,61,4,69.89,89.25,118.46,153.21,2,25.98696789345476
0,65,3,96.89,71.57,78.18,161.15,5,25.029532441595265
0,84,2,61.7,105.69,103.49,170.9,2,28.76041580713539
0,54,3,97.11,83.99,120.01,171.43,7,18.37469375382808
0,58,1,81.47,81.66,107.79,193.65,3,15.466533654477237
0,68,4,92.67,106.36,121.92,155.51,0,28.118507816455168
0,80,1,80.85,104.19,108.71,159.08,6,31.612498545034747
0,94,4,61.91,106.51,85.79,149.09,5,42.28933190283219
0,76,1,62.28,66.07,104.63,171.09,3,25.963565922370144
0,65,1,55.88,74.13,97.02,159.3,7,25.6142594976689
0,68,3,88.37,107.79,103.69,150.93,4,29.85092330376375
0,75,0,88.01,75.1,112.69,167.18,7,26.834445254948047
0,82,4,69.52,124.86,84.48,147.32,4,37.782477467451976
0,71,1,59.94,103.71,96.33,158.62,1,28.219054456272794
0,72,0,58.94,93.03,101.6,163.33,1,26.98985630109439
0,49,3,58.09,79.41,96.62,184.74,1,14.35734715089111
0,66,3,64.43,90.16,118.1,165.38,1,24.131146727741186
0,85,1,94.91,91.02,86.39,170.21,7,29.339234767382543
0,51,4,77.84,90.56,99.6,154.51,7,21.362741780736417
0,56,1,59.34,92.34,115.86,147.32,5,25.802667538747688
0,59,4,69.99,92.6,95.84,156.28,0,24.157122774326485
0,92,1,100.57,111.57,76.98,181.51,4,27.924584112111795
0,66,0,84.47,79.96,108.34,158.49,2,26.27484754109287
