Gender,Weight,Body Shape Index,Waist,Hips,Bust/Chest,Height,Cup Size
Female,58,3,75.49,98.01,79.73,189.96,D
Female,97,3,59.18,94.36,114.94,182.49,B
Female,72,4,59.37,76.16,118.99,165.46,D
Female,71,1,61.46,83.53,90.61,147.68,A
Female,55,1,75.49,118.99,121.92,179.32,AA
Female,66,0,62.97,90.38,103.98,155.74,A
Female,68,1,73.95,70.05,97.63,173.88,F
Female,75,3,75.64,102.6,94.05,187.25,D
Female,75,4,57.92,89.17,121.92,169.46,D
Female,81,1,105.03,78.25,83.19,158.63,D
Female,80,2,72.24,75.53,106.12,190.71,DD
Female,71,3,69.29,94.78,81.9,152.72,A
Female,73,1,60.06,107.93,108.52,168.97,B
Female,61,4,84.93,75.85,93.36,162.28,DD
Female,71,1,98.65,115.83,83.75,185.52,AA
Female,85,3,62.42,58.45,115.5,165.53,B
Female,51,2,101.03,101.98,116.09,170.31,A
Female,92,4,55.88,94.05,106.18,176.9,A
Female,50,3,70.43,72.05,110.77,154.47,A
Female,81,2,74.71,84.42,88.08,153.27,A
Female,103,1,87.89,77.12,119.42,177.71,AA
Female,94,4,93.37,108.4,84.32,171.62,A
Female,81,1,96.82,116.05,95.14,163.76,DD
Female,52,3,61.87,93.31,117.73,160.35,A
Female,64,2,96.83,98.04,106.89,151.14,B
Female,57,1,66.76,84.47,112.71,157.24,D
Female,84,2,80.08,87.43,113.0,160.44,B
Female,75,4,99.67,118.41,83.77,197.39,F
Female,61,0,71.86,88.66,87.25,176.03,DD
Female,64,1,59.48,110.62,79.96,147.32,E
Female,62,4,55.88,77.51,115.39,157.17,B
Female,53,3,70.2,80.74,112.0,172.43,A
Female,93,4,89.91,118.89,121.92,173.33,F
Female,50,3,61.17,90.66,114.17,150.67,DD
Female,54,1,63.68,95.7,85.72,157.54,B
Female,59,1,64.04,98.36,121.92,170.44,E
Female,50,1,55.88,73.52,91.36,179.06,F
Female,76,2,56.03,88.92,105.96,155.54,D
Female,79,1,68.44,86.88,95.19,158.51,A
Female,69,0,55.88,87.95,119.27,162.53,E
Female,51,1,55.88,76.41,87.59,170.5,A
Female,77,4,82.91,97.2,121.92,192.14,C
Female,59,4,65.26,98.58,89.2,168.79,DD
Female,45,4,74.48,77.01,93.16,162.35,F
Female,72,1,61.59,86.26,96.43,170.06,D
Female,64,2,60.38,84.39,117.8,180.38,D
Female,51,4,58.41,66.13,117.28,164.99,E
Female,92,0,55.88,82.88,111.54,169.27,B
Female,66,1,63.26,86.6,76.9,168.58,DD
Female,58,2,96.8,84.68,121.92,166.69,DD
Female,76,1,72.28,95.38,116.74,183.75,B
Female,75,1,61.27,104.46,110.24,155.35,C
Female,74,1,94.62,71.66,106.48,151.48,C
Female,59,4,69.61,98.13,120.2,153.48,E
Female,102,4,71.7,123.26,78.26,155.7,B
Female,94,4,95.01,76.03,81.13,159.56,AA
Female,57,3,72.64,79.05,117.24,159.1,A
Female,49,1,71.97,127.0,110.89,168.55,AA
Female,64,1,69.37,109.16,117.2,162.85,AA
Female,101,3,86.4,95.8,117.16,160.02,A
Female,55,4,80.07,97.02,119.42,148.1,C
Female,69,2,63.01,100.9,121.92,176.28,A
Female,89,1,55.92,93.2,111.64,149.2,F
Female,66,1,95.27,119.5,116.58,153.72,D
Female,71,4,81.06,80.79,89.88,164.23,AA
Female,85,4,58.21,108.04,95.48,147.32,B
Female,62,4,96.34,102.34,108.65,153.84,C
Female,71,1,55.88,98.94,118.87,172.86,A
Female,66,3,66.06,113.45,111.45,154.82,AA
Female,78,3,55.88,70.67,121.92,148.82,AA
Female,49,3,65.92,68.78,115.36,192.01,A
Female,52,4,56.18,75.66,113.74,161.25,DD
Female,67,2,60.1,71.76,114.54,152.49,AA
Female,83,1,63.06,98.58,121.92,167.18,A
Female,83,2,60.84,115.55,98.35,158.93,B
Female,46,0,87.53,74.32,99.3,151.19,A
Female,75,1,76.88,75.31,121.92,173.07,F
Female,65,3,66.76,82.59,121.92,172.01,E
Female,61,1,80.23,108.55,86.15,170.35,A
Female,43,1,62.89,98.02,113.15,155.47,B
Female,59,3,56.53,96.76,101.07,159.4,A
Female,63,0,73.38,87.74,101.77,176.0,B
Female,75,1,88.54,65.59,83.87,179.61,A
Female,47,1,91.14,68.27,88.73,186.89,D
Female,64,4,69.73,106.66,121.92,147.32,DD
Female,79,1,91.02,127.0,82.53,149.19,C
Female,66,1,72.61,95.73,94.36,168.44,F
Female,83,1,72.1,107.72,105.91,195.94,AA
Female,67,2,56.61,92.06,85.04,147.32,C
Female,92,4,65.36,91.05,103.8,149.95,AA
Female,73,4,105.36,107.65,96.17,158.42,DD
Female,57,1,65.7,100.62,81.76,198.12,C
Female,58,4,72.81,109.63,91.0,185.48,B
Female,70,1,59.72,117.28,121.92,171.67,DD
Female,78,0,59.51,75.27,109.6,168.1,A
Female,68,4,97.32,100.07,113.6,151.54,A
Female,68,1,56.68,82.59,121.92,148.91,A
Female,86,1,55.88,121.74,107.6,154.32,C
Female,70,1,63.33,93.41,96.11,165.75,A
Female,66,4,59.82,95.81,106.79,181.16,A
Female,99,4,105.77,78.01,98.56,191.31,A
Female,77,4,57.93,114.03,121.92,175.89,F
Female,66,1,95.66,94.26,112.99,190.8,AA
Female,54,2,98.64,83.52,111.73,167.04,A
Female,81,1,55.88,117.88,106.52,198.12,D
Female,108,3,86.63,127.0,112.74,163.22,AA
Female,54,1,57.57,95.69,106.61,174.94,AA
Female,70,4,76.04,100.15,108.6,168.63,B
Female,73,3,70.58,99.56,97.66,149.22,C
Female,104,1,59.24,91.97,100.39,174.85,DD
Female,75,1,69.64,119.46,104.12,187.62,C
Female,61,2,80.66,82.06,114.08,159.1,AA
Female,63,1,55.88,71.47,113.65,150.33,DD
Female,60,3,55.88,81.24,98.53,175.61,D
Female,65,1,91.69,102.85,104.67,161.29,C
Female,76,1,89.27,121.13,80.01,191.53,A
Female,64,1,62.54,85.25,86.82,173.01,DD
Female,58,4,58.9,76.04,121.92,183.72,F
Female,63,1,93.58,66.95,98.75,167.15,D
Female,47,3,60.44,110.31,104.66,170.5,D
Female,83,4,90.75,112.55,84.27,178.99,B
Female,67,3,59.08,95.34,112.07,152.92,AA
Female,41,3,89.06,92.08,110.6,151.52,A
Female,54,1,56.64,117.64,111.15,191.97,AA
Female,83,1,72.25,121.29,86.31,167.87,C
Female,81,0,99.5,117.74,109.62,177.15,AA
Female,58,3,74.25,109.79,110.95,169.54,D
Female,77,2,94.83,107.62,105.31,172.05,F
Female,76,1,94.8,114.23,121.92,147.32,A
Female,82,3,61.23,65.09,119.18,171.02,A
Female,47,4,82.26,107.44,109.31,184.45,A
Female,60,1,73.97,84.47,95.15,155.73,DD
Female,52,1,57.96,98.98,119.88,171.07,A
Female,81,0,92.5,113.36,111.49,153.35,B
Female,73,1,75.97,92.46,81.74,163.59,E
Female,74,4,86.63,110.84,115.31,147.95,B
Female,99,0,104.24,93.91,108.04,175.57,D
Female,58,1,106.68,116.4,113.2,186.91,F
Female,79,3,55.88,91.31,87.34,189.36,AA
Female,84,4,63.9,111.63,108.15,165.57,A
Female,85,2,59.51,114.96,75.82,184.18,F
Female,70,0,61.4,105.87,90.84,181.67,D
Female,42,1,65.25,76.19,102.36,183.0,A
Female,70,1,87.73,58.95,82.39,188.06,A
Female,69,1,99.39,91.2,88.12,171.81,D
Female,69,0,77.85,94.33,121.92,154.56,AA
Female,67,4,97.31,94.4,79.33,157.96,B
Female,76,1,97.58,92.93,121.04,152.98,B
Female,60,4,80.29,83.55,76.35,189.41,F
Female,64,1,93.32,100.0,98.98,147.32,A
Female,67,2,89.03,90.03,114.74,170.28,DD
Female,61,3,70.4,93.46,96.74,152.09,DD
Female,89,1,95.1,85.36,85.76,190.37,D
Female,70,2,65.74,122.3,116.75,164.89,B
Female,46,1,76.2,97.67,113.05,162.16,D
Female,78,2,78.8,86.35,117.71,166.38,DD
Female,72,4,93.69,80.95,103.29,149.85,C
Female,72,1,75.05,105.4,83.57,180.7,F
Female,76,4,68.2,88.54,71.94,172.77,AA
Female,84,2,62.78,68.16,107.3,147.32,B
Female,67,1,65.56,91.86,113.7,150.66,E
Female,66,1,65.17,85.6,99.55,151.13,D
Female,66,3,94.68,98.96,110.59,178.28,AA
Female,80,1,55.88,100.0,101.89,162.56,C
Female,90,2,94.73,89.76,112.44,148.35,AA
Female,74,4,71.5,108.13,109.26,147.68,D
Female,80,3,67.87,92.44,78.0,187.23,F
Female,59,1,85.68,75.23,105.88,154.68,C
Female,64,4,68.55,80.78,121.54,156.45,D
Female,70,1,63.6,61.13,113.2,170.84,A
Female,77,1,62.91,74.44,84.97,164.17,F
Female,98,0,69.31,76.92,99.88,175.81,AA
Female,76,4,74.53,80.09,105.07,194.5,F
Female,63,4,55.88,106.24,97.24,156.73,D
Female,53,3,98.5,96.58,90.73,148.87,DD
Female,69,1,74.26,91.94,103.64,190.26,D
Female,44,1,77.53,95.3,118.83,160.72,DD
Female,66,4,76.39,106.45,112.01,173.95,AA
Female,67,4,66.88,90.37,116.84,172.24,A
Female,68,1,61.22,89.81,81.67,174.85,F
Female,87,1,61.78,115.57,113.76,157.6,F
Female,67,1,93.59,101.5,85.16,183.65,AA
Female,70,4,62.05,95.96,99.07,160.96,AA
Female,80,4,60.44,70.06,109.34,158.58,F
Female,89,4,74.29,108.72,108.88,174.89,B
Female,47,4,55.88,93.66,86.68,160.16,E
Female,97,3,85.78,99.32,119.97,182.43,A
Female,50,1,60.16,108.14,118.52,150.95,D
Female,53,3,71.7,115.81,85.09,147.32,B
Female,84,4,67.89,106.92,121.92,179.31,AA
Female,65,4,55.88,86.8,91.29,147.32,B
Female,54,3,65.54,95.99,114.91,154.35,F
Female,75,1,86.13,107.99,119.64,147.32,B
Female,52,3,62.03,98.01,85.54,153.88,E
Female,77,4,64.1,82.14,121.25,170.18,D
Female,69,4,69.4,111.92,111.34,159.76,A
Female,81,0,71.78,75.87,108.29,150.79,AA
Female,82,4,93.13,97.21,111.84,165.29,C
Female,64,1,61.0,68.85,117.19,158.96,C
Female,96,1,65.69,80.0,86.82,158.97,E
Female,102,4,68.58,89.98,111.16,185.03,F
Female,78,1,102.94,121.8,115.3,177.3,C
Female,75,1,68.05,72.97,119.83,167.64,D
Female,71,1,63.53,95.86,100.94,185.5,F
Female,62,1,76.73,79.49,109.99,186.31,AA
Female,74,0,63.28,98.69,87.46,178.36,F
Female,68,4,81.86,75.37,110.73,159.7,F
Female,91,0,55.88,78.55,113.32,175.03,E
Female,68,1,66.7,91.15,108.09,160.03,B
Female,69,1,70.54,80.0,121.92,165.07,AA
Female,66,1,73.29,75.66,121.92,164.43,D
Female,60,4,55.88,103.66,121.49,183.17,DD
Female,78,0,96.48,90.96,116.16,168.47,D
Female,51,4,101.52,79.5,113.49,152.69,D
Female,50,1,86.73,95.38,109.94,159.84,D
Female,110,2,102.52,121.31,105.45,164.61,D
Female,66,2,78.49,103.48,104.07,176.18,A
Female,64,1,55.88,79.19,112.54,164.38,F
Female,47,1,71.31,90.56,111.03,186.42,DD
Female,70,4,74.02,78.77,79.28,155.14,D
Female,47,4,56.58,78.93,116.42,180.79,F
Female,73,0,63.82,79.33,112.7,183.45,A
Female,56,4,62.16,79.47,107.68,151.65,B
Female,66,2,57.21,82.69,109.41,166.13,E
Female,53,1,63.87,119.84,111.27,184.58,D
Female,77,1,87.01,76.95,108.24,172.85,DD
Female,59,1,58.11,87.86,114.65,182.03,A
Female,72,1,57.63,97.97,110.81,171.73,E
Female,97,4,65.08,94.88,112.23,183.2,B
Female,49,1,81.37,84.72,109.84,165.73,A
Female,102,1,86.2,90.19,77.44,163.6,DD
Female,52,4,69.19,75.12,113.51,169.1,AA
Female,88,4,70.17,71.77,80.57,154.36,AA
Female,91,1,105.09,102.08,112.24,190.29,B
Female,43,2,77.1,110.74,107.71,171.73,A
Female,92,4,60.54,99.74,95.75,161.45,C
Female,80,1,89.74,97.36,120.55,180.36,D
Female,66,1,86.36,89.3,100.66,171.8,DD
Female,53,3,90.68,85.96,121.92,181.62,C
Female,73,2,97.15,83.47,115.79,176.2,D
Female,44,4,65.84,98.04,111.53,149.83,AA
Female,83,4,56.33,90.05,103.77,181.91,F
Female,95,1,55.88,81.53,112.82,152.74,DD
Female,61,1,55.88,85.81,116.09,162.19,E
Female,83,1,83.07,87.38,80.54,153.07,AA
Female,89,0,81.44,109.12,89.65,174.99,DD
Female,74,3,63.07,91.41,110.32,179.32,DD
Female,61,1,62.98,83.81,113.26,173.72,AA
Female,72,0,61.3,87.57,96.75,154.04,C
Female,81,4,66.26,85.83,117.6,181.98,A
Female,65,1,87.37,83.52,121.37,169.45,C
Female,69,4,55.88,101.62,107.6,152.98,DD
Female,53,3,62.71,110.96,117.15,149.76,A
Female,47,4,96.51,94.64,115.91,160.94,C
Female,58,1,84.44,94.32,84.76,171.83,B
Female,72,1,56.7,89.73,121.92,169.2,A
Female,50,1,86.68,82.76,72.8,151.36,D
Female,86,1,82.19,90.78,83.57,158.04,B
Female,58,4,57.93,106.94,121.26,190.58,B
Female,46,1,87.65,91.57,96.26,148.59,D
Female,74,1,78.76,78.17,110.4,192.98,A
Female,89,1,56.21,92.11,80.67,185.48,B
Female,92,4,63.37,81.85,87.14,174.58,B
Female,65,3,64.9,85.13,105.34,153.39,D
Female,98,3,59.97,96.35,121.63,175.08,A
Female,77,4,62.24,121.6,110.61,157.27,F
Female,63,1,55.88,110.28,95.91,162.06,DD
Female,67,2,94.9,66.53,91.72,156.67,A
Female,86,1,73.18,94.5,78.71,170.88,E
Female,64,1,65.49,110.28,102.06,173.2,AA
Female,56,1,68.37,123.03,115.57,149.49,A
Female,91,1,65.67,106.38,119.79,161.32,D
Female,62,4,74.2,98.31,115.08,149.05,B
Female,72,4,80.94,77.86,116.91,178.61,A
Female,51,3,85.34,79.56,114.71,165.81,F
Female,62,4,98.38,81.55,95.63,156.71,B
Female,73,1,60.45,82.42,88.19,186.47,DD
Female,68,4,98.93,113.28,94.35,179.54,F
Female,56,4,98.82,120.08,80.24,151.17,F
Female,60,4,78.55,76.62,111.66,176.18,B
Female,57,2,59.79,73.15,108.74,180.31,B
Female,65,1,85.78,94.55,74.26,149.18,B
Female,63,1,92.42,80.48,103.43,152.18,A
Female,84,3,85.02,80.82,84.04,153.53,E
Female,55,3,77.73,96.41,116.52,191.38,AA
Female,70,4,94.62,98.91,116.28,183.25,A
Female,112,1,83.82,105.7,80.96,181.85,AA
Female,53,3,93.88,110.39,116.6,168.63,AA
Female,71,0,73.23,74.75,111.18,173.39,E
Female,50,1,73.07,92.53,121.92,150.36,C
Female,89,1,97.91,113.02,109.58,178.75,A
Female,63,1,84.97,68.9,87.47,188.39,DD
Female,100,0,62.58,94.11,112.44,162.88,AA
Female,67,4,101.67,71.02,118.78,189.38,DD
Female,61,1,58.88,108.77,81.91,164.45,DD
Female,57,4,65.63,127.0,104.5,169.21,C
Female,81,4,76.82,108.31,89.22,160.37,AA
Female,52,4,55.88,74.62,100.36,154.98,B
Female,57,4,59.68,99.75,110.15,154.58,F
Female,96,1,96.46,123.2,109.18,148.8,AA
Female,68,4,61.02,90.55,84.72,152.56,F
Female,69,1,61.09,105.01,104.72,154.21,AA
Female,71,4,82.04,85.12,86.74,172.58,C
Female,51,4,61.86,91.67,119.7,182.77,E
Female,41,0,61.2,93.39,115.04,160.02,F
Female,76,1,55.88,83.22,115.53,185.68,E
Female,88,3,56.71,85.73,78.62,178.27,C
Female,64,4,90.13,124.75,103.52,161.04,E
Female,55,1,65.53,91.61,87.08,149.88,C
Female,84,3,94.85,108.06,121.92,175.9,AA
Female,69,2,67.38,79.97,107.32,163.68,AA
Female,78,1,94.24,108.34,85.07,190.57,A
Female,61,1,98.77,111.37,83.32,162.99,AA
Female,76,4,64.58,107.97,81.24,191.96,A
Female,91,4,60.33,77.28,119.7,181.64,E
Female,65,4,57.62,74.62,81.27,157.78,B
Female,50,1,92.63,85.61,107.7,169.49,C
Female,51,4,70.2,111.14,114.7,158.05,A
Female,63,1,70.45,102.97,97.13,170.62,C
Female,51,1,65.37,102.47,115.09,183.37,AA
Female,70,4,58.3,110.06,117.59,151.89,E
Female,83,4,60.2,111.44,76.82,161.89,B
Female,73,3,55.88,108.08,118.32,178.67,AA
Female,41,4,74.34,93.92,97.13,177.57,DD
Female,69,4,58.04,106.06,121.92,179.46,A
Female,52,1,66.34,103.83,109.23,163.08,F
Female,90,2,68.47,112.38,104.19,151.73,E
Female,71,4,55.88,71.21,102.45,164.06,E
Female,49,4,62.18,67.16,117.39,162.4,D
Female,69,3,76.91,81.24,110.1,175.42,D
Female,65,1,55.88,78.4,113.75,177.88,B
Female,43,0,94.01,82.75,118.63,186.69,AA
Female,76,4,66.77,97.62,99.64,194.21,A
Female,86,3,100.76,116.27,114.69,185.18,F
Female,55,1,89.16,112.15,89.91,150.42,B
Female,80,1,61.11,99.98,109.0,163.1,A
Female,100,1,85.77,85.72,117.52,159.68,B
Female,53,4,55.88,63.51,101.03,148.43,DD
Female,74,3,61.83,66.1,84.62,165.23,A
Female,44,4,72.45,90.65,85.91,159.25,C
Female,50,1,83.27,102.81,106.31,147.32,B
Female,55,4,61.48,103.81,113.94,155.65,B
Female,88,2,81.78,70.32,93.59,171.87,DD
Female,53,1,75.72,76.79,121.92,197.25,DD
Female,55,4,100.33,88.47,105.91,197.86,A
Female,81,2,59.22,82.05,114.62,174.67,B
Female,68,2,93.75,87.77,107.5,169.05,B
Female,75,3,59.02,81.32,115.04,151.68,AA
Female,104,3,73.56,122.98,113.26,169.49,F
Female,72,1,97.67,102.67,74.7,187.0,A
Female,51,0,84.65,107.1,116.98,168.97,AA
Female,83,1,97.82,103.06,78.25,170.33,A
Female,79,3,84.5,88.93,116.67,167.2,A
Female,54,3,69.64,97.98,114.64,162.27,E
Female,60,4,85.58,90.17,111.94,154.94,A
Female,49,0,55.88,107.38,115.67,153.75,D
Female,61,4,58.5,76.58,111.54,155.43,AA
Female,73,4,58.97,84.59,79.01,157.39,DD
Female,47,1,98.87,74.97,80.35,175.21,F
Female,74,0,59.24,74.64,111.0,185.06,B
Female,45,3,71.42,56.46,115.89,184.66,C
Female,100,3,99.51,89.63,77.78,188.69,F
Female,70,0,64.68,94.69,110.51,193.37,AA
Female,62,4,61.12,77.98,114.4,163.83,AA
Female,80,2,65.11,73.58,89.54,190.22,D
Female,79,1,76.87,103.62,109.77,162.75,C
Female,77,4,55.88,113.94,111.94,147.32,F
Female,57,4,62.82,100.52,119.94,168.46,E
Female,52,2,60.57,114.84,121.92,173.54,AA
Female,92,4,63.96,75.43,109.11,172.01,DD
Female,69,1,65.04,99.66,113.03,181.12,D
Female,80,4,96.25,98.83,73.51,156.39,D
Female,48,3,59.34,98.61,92.74,156.41,B
Female,47,3,61.32,65.71,114.12,164.31,A
Female,70,4,61.26,122.72,112.42,170.65,A
Female,70,1,67.91,94.61,108.17,150.9,C
Female,60,0,74.65,72.6,88.02,162.0,D
Female,68,3,93.96,88.39,75.53,165.25,D
Female,64,2,102.82,94.2,107.44,150.92,E
Female,80,4,59.28,91.94,82.89,160.39,A
Female,54,3,87.54,93.51,88.16,191.14,D
Female,58,3,80.6,95.77,116.22,185.48,D
Female,81,3,69.84,92.38,121.48,174.86,F
Female,64,3,89.76,105.32,110.99,170.08,AA
Female,77,2,66.22,112.2,101.04,187.53,B
Female,74,1,102.46,81.74,121.92,179.04,D
Female,69,0,82.24,115.78,75.39,147.32,B
Female,84,3,72.12,100.16,97.48,183.93,E
Female,60,4,96.45,72.57,106.64,147.32,E
Female,70,1,68.02,95.18,103.91,163.16,AA
Female,75,3,105.4,112.11,116.9,171.78,C
Female,83,4,66.9,93.28,110.67,151.33,E
Female,63,1,86.34,93.92,109.16,154.9,D
Female,86,4,66.92,114.92,113.32,165.74,B
Female,59,3,61.89,75.42,115.84,172.71,C
Female,79,1,87.54,70.46,113.92,171.33,DD
Female,78,3,61.65,119.89,98.69,193.82,A
Female,42,1,64.1,57.56,112.8,167.02,B
Female,55,1,58.0,99.19,107.44,156.73,B
Female,58,1,55.88,71.53,107.2,175.3,C
Female,69,1,80.78,74.65,113.62,148.71,AA
Female,68,1,55.88,86.79,121.92,176.56,AA
Female,57,0,74.11,77.67,117.67,149.95,DD
Female,64,4,67.21,97.74,117.87,166.96,A
Female,81,3,70.63,87.18,119.15,183.47,D
Female,85,2,99.81,103.98,101.72,169.24,A
Female,51,0,82.19,87.98,76.54,153.67,C
Female,75,1,97.27,122.5,121.92,168.83,D
Female,86,3,93.39,83.86,95.6,165.87,D
Female,44,1,68.07,72.28,111.79,151.52,E
Female,49,1,59.94,59.82,107.13,183.7,E
Female,48,4,82.72,103.54,109.14,189.95,F
Female,48,4,60.85,78.58,112.65,159.19,F
Female,41,3,106.68,103.53,104.38,170.15,D
Female,86,2,63.53,83.09,113.2,164.25,E
Female,76,4,82.12,118.45,109.27,173.71,D
Female,82,4,90.24,103.13,116.78,155.8,C
Female,63,1,85.68,107.87,80.71,190.7,D
Female,60,1,57.75,78.62,84.87,158.66,DD
Female,72,1,77.84,115.03,115.88,160.29,A
Female,77,4,84.34,82.44,121.92,151.72,A
Female,60,4,65.06,76.53,116.13,170.96,D
Female,64,4,67.91,88.24,121.92,170.72,C
Female,43,1,67.36,91.25,115.92,151.72,B
Female,87,1,55.88,69.84,111.08,183.71,AA
Female,64,1,91.31,88.69,121.58,166.73,F
Female,66,4,102.4,114.92,114.86,147.84,D
Female,63,4,59.68,69.19,82.28,155.15,D
Female,41,3,55.88,80.89,118.58,156.98,B
Female,66,4,80.26,106.93,121.92,177.14,F
Female,57,2,93.7,84.94,97.96,171.84,D
Female,57,1,70.45,64.21,113.04,160.67,A
Female,78,4,73.88,125.56,75.1,147.32,F
Female,75,4,98.89,118.23,117.7,185.44,AA
Female,67,1,65.41,81.05,116.87,166.61,C
Female,69,1,62.46,73.65,115.91,170.74,C
Female,50,4,58.5,88.66,80.14,151.68,B
Female,59,3,61.25,89.38,104.76,178.35,D
Female,53,3,81.86,106.75,107.42,185.46,B
Female,69,1,100.77,103.15,121.92,162.29,DD
Female,80,1,102.47,104.59,116.94,187.69,F
Female,57,1,59.44,90.07,116.29,158.55,AA
Female,87,3,97.68,104.43,75.49,192.14,F
Female,49,2,63.59,99.18,94.03,156.57,B
Female,49,3,65.7,84.18,107.78,162.28,E
Female,101,1,90.34,75.61,102.71,174.3,F
Female,69,1,84.25,100.71,91.54,165.19,E
Female,63,1,64.65,96.86,114.81,154.51,E
Female,57,1,55.88,89.64,107.58,167.68,D
Female,65,4,62.67,113.9,109.35,178.08,C
Female,75,4,94.77,74.94,113.88,165.4,C
Female,93,1,92.89,103.51,77.44,149.38,F
Female,59,1,83.73,77.29,111.45,182.33,E
Female,76,3,59.66,83.13,121.92,178.94,A
Female,68,4,95.17,91.73,86.58,157.05,A
Female,73,4,61.61,108.25,87.28,150.09,C
Female,92,4,96.66,84.19,102.89,163.55,B
Female,52,4,65.22,66.3,98.91,163.42,A
Female,51,1,88.57,111.93,82.48,175.27,AA
Female,69,2,61.84,92.59,86.87,160.97,DD
Female,57,3,64.2,106.77,103.74,151.19,B
Female,102,4,82.96,83.74,119.47,173.66,AA
Female,74,1,82.19,113.2,110.77,166.18,AA
Female,69,2,74.29,112.76,80.92,147.63,C
Female,65,3,64.77,83.69,113.99,186.53,E
Female,54,3,64.32,89.81,86.95,152.15,D
Female,62,1,62.92,116.11,80.06,172.67,A
Female,67,4,88.97,115.08,119.47,194.01,A
Female,55,4,66.22,114.4,82.94,157.48,B
Female,45,4,80.29,77.0,121.19,152.65,A
Female,65,2,55.88,88.15,79.1,149.5,DD
Female,63,4,72.88,109.04,90.36,172.01,AA
Female,95,4,73.22,89.83,109.72,183.15,A
Female,80,3,70.46,119.04,117.08,183.01,D
Female,63,3,62.93,102.0,121.92,151.82,E
Female,106,2,59.78,92.01,78.17,167.71,AA
Female,79,4,55.88,85.53,89.83,175.45,E
Female,69,2,64.05,108.11,96.52,156.67,E
Female,78,3,63.68,82.07,103.29,152.25,A
Female,43,1,61.08,63.02,115.01,188.26,F
Female,41,4,55.88,97.26,118.76,181.59,D
Female,74,4,56.24,68.39,121.92,195.9,A
Female,69,3,82.15,83.15,86.72,173.86,DD
Female,76,1,101.13,91.53,121.92,172.0,DD
Female,41,3,59.39,77.11,112.42,150.52,F
Female,93,2,55.88,105.29,82.93,193.73,D
Female,109,1,79.32,92.92,73.02,158.97,F
Female,80,1,70.46,85.19,99.51,184.21,A
Female,69,2,57.97,90.75,119.47,168.09,A
Female,79,1,56.83,76.76,84.18,157.7,D
Female,64,3,90.47,78.31,108.47,155.81,D
Female,66,3,76.15,103.14,103.35,176.25,C
Female,75,1,101.54,113.96,119.87,180.91,A
Female,42,3,59.9,83.77,84.75,175.11,F
Female,88,1,86.97,111.97,83.68,153.07,D
Female,53,4,87.44,82.38,121.92,168.14,AA
Female,64,4,56.16,77.19,94.09,153.13,AA
Female,55,4,86.08,90.11,111.78,147.32,B
Female,73,4,96.12,84.54,87.69,158.34,F
Female,48,3,96.65,93.19,111.76,172.93,C
Female,55,3,68.2,82.38,85.33,179.13,A
Female,51,0,60.81,102.75,120.5,155.95,D
Female,63,1,67.45,90.76,94.63,154.94,E
Female,69,4,70.9,93.69,103.02,164.04,DD
Female,94,1,59.72,85.22,113.38,164.42,AA
Female,54,3,96.05,83.32,116.53,181.81,DD
Female,50,1,71.96,68.63,98.89,190.75,D
Female,77,1,60.14,76.76,104.54,170.77,B
Female,81,4,79.1,84.36,94.03,175.5,AA
Female,85,3,65.53,95.15,87.79,167.57,AA
Female,41,3,59.86,80.61,88.11,147.32,C
Female,61,1,62.0,127.0,83.44,151.58,A
Female,68,4,95.92,103.24,108.93,156.68,E
Female,59,3,61.12,85.74,89.54,170.72,A
Female,55,3,97.81,92.48,108.05,160.45,AA
Female,55,0,73.79,110.19,118.34,175.62,E
Female,58,1,97.09,71.62,114.82,194.1,A
Female,69,1,95.99,101.82,116.35,174.96,C
Female,73,0,55.88,86.46,116.6,152.38,A
Female,41,4,62.61,110.72,112.0,147.32,AA
Female,80,1,65.79,109.31,82.42,160.78,A
Female,41,4,67.97,88.63,101.09,171.41,DD
Female,102,4,57.65,97.82,117.4,180.19,D
Female,78,3,55.88,72.38,121.49,188.55,F
Female,59,1,81.26,109.5,108.54,186.46,B
Female,73,1,69.13,116.66,117.77,173.85,A
Female,80,0,95.31,81.04,121.92,180.97,AA
Female,63,1,93.61,111.8,88.8,186.09,D
Female,53,1,56.6,87.8,113.5,147.48,E
Female,51,1,55.88,81.97,121.92,153.05,F
Female,73,2,93.04,86.98,117.9,167.15,D
Female,52,1,57.85,113.31,116.13,154.33,AA
Female,62,1,66.25,85.71,91.41,158.95,A
Female,88,2,90.04,79.48,116.62,156.23,D
Female,72,1,77.41,108.23,96.69,183.64,C
Female,67,1,92.95,67.64,88.0,159.57,A
Female,86,3,66.51,78.48,113.35,155.4,D
Female,64,1,58.57,118.08,111.51,154.03,D
Female,86,2,71.8,55.88,113.36,174.3,C
Female,59,4,73.25,112.17,117.04,166.94,F
Female,63,1,88.63,69.28,118.66,185.19,F
Female,73,2,60.85,72.3,116.38,180.0,D
Female,54,4,96.86,115.79,98.43,174.14,F
Female,65,3,66.34,79.77,110.28,148.85,E
Female,85,1,61.38,109.53,84.11,178.64,DD
Female,78,1,68.62,55.88,97.92,171.42,DD
Female,82,4,78.57,82.15,112.97,172.63,F
Female,69,1,62.4,72.79,111.4,152.82,A
Female,57,4,99.01,76.55,103.62,149.45,F
Female,65,3,56.76,80.39,92.61,173.04,A
Female,76,1,84.03,95.74,121.92,160.75,C
Female,64,1,84.7,81.78,83.25,164.05,AA
Female,51,4,61.72,85.88,113.07,156.99,C
